DATA ,MÊS,ANO,UF,COD IBGE,MUNICIPIO,longitude,latitude,N.animais,ID. GÊNERO,CALLITHRIX,SAPAJUS,CEBUS,ALOUATTA,SAIMIRI,"OUTRO
especificar ",
2008-12-13,DEZEMBRO,2008,RS,432220,TUPANCIRETÃ,-53.840630,-29.077480,1,SIM,,,,1,,,
2008-12-21,DEZEMBRO,2008,RS,432220,TUPANCIRETÃ,-53.840630,-29.077480,4,SIM,,,,4,,,
2009-04-06,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,3,SIM,,,,3,,,
2009-04-15,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,2,SIM,,,,2,,,
2009-04-15,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,1,SIM,,,,1,,,
2009-04-17,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,2,SIM,,,,2,,,
2009-04-25,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,3,SIM,,,,3,,,
2009-04-27,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,7,SIM,,,,7,,,
2009-04-29,ABRIL,2009,RS,432250,VACARIA,-50.936599,-28.502354,2,SIM,,,,2,,,
2009-05-02,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,4,SIM,,,,4,,,
2009-05-08,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,3,SIM,,,,3,,,
2009-05-08,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,3,SIM,,,,3,,,
2009-05-10,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,1,SIM,,,,1,,,
2009-05-11,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,1,SIM,,,,1,,,
2009-05-11,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,1,SIM,,,,1,,,
2009-05-22,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,1,SIM,,,,1,,,
2009-05-24,MAIO,2009,RS,432250,VACARIA,-50.936599,-28.502354,6,SIM,,,,6,,,
2009-04-01,ABRIL,2009,RS,432252,VALE VERDE,-52.179722,-29.782575,1,SIM,,,,1,,,
2009-04-02,ABRIL,2009,RS,432252,VALE VERDE,-52.179722,-29.782575,1,SIM,,,,1,,,
2009-04-28,ABRIL,2009,RS,432252,VALE VERDE,-52.179722,-29.782575,1,SIM,,,,1,,,
2009-05-04,MAIO,2009,RS,432252,VALE VERDE,-52.179722,-29.782575,1,SIM,,,,1,,,
2009-01-21,JANEIRO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,2,SIM,,,,2,,,
2009-03-21,MARÇO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,1,SIM,,,,1,,,
2009-03-27,MARÇO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,4,SIM,,,,4,,,
2009-03-30,MARÇO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,1,SIM,,,,1,,,
2009-03-30,MARÇO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,1,SIM,,,,1,,,
2009-04-14,ABRIL,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,4,SIM,,,,4,,,
2009-04-22,ABRIL,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,2,SIM,,,,2,,,
2009-04-28,ABRIL,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,2,SIM,,,,2,,,
2009-04-29,ABRIL,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,1,SIM,,,,1,,,
2009-12-18,DEZEMBRO,2009,RS,432270,VERA CRUZ,-52.501103,-29.719858,1,SIM,,,,1,,,
2009-02-18,FEVEREIRO,2009,RS,432345,VILA NOVA DO SUL,-53.879196,-30.333959,1,SIM,,,,1,,,
2009-02-25,FEVEREIRO,2009,RS,432345,VILA NOVA DO SUL,-53.879196,-30.333959,1,SIM,,,,1,,,
2009-02-28,FEVEREIRO,2009,RS,432345,VILA NOVA DO SUL,-53.879196,-30.333959,1,SIM,,,,1,,,
2009-03-03,MARÇO,2009,RS,432345,VILA NOVA DO SUL,-53.879196,-30.333959,2,SIM,,,,2,,,
2009-03-23,MARÇO,2009,RS,432377,WESTFALIA,-51.766156,-29.423450,3,SIM,,,,3,,,
2009-03-31,MARÇO,2009,RS,432377,WESTFALIA,-51.766156,-29.423450,2,SIM,,,,2,,,
2016-11-03,NOVEMBRO,2016,SP,350020,ADOLFO,-49.649721,-21.232730,1,SIM,,,,1,,,
2017-02-22,FEVEREIRO,2017,SP,350040,Águas da Prata,-46.716767,-21.934829,1,SIM,,1,,,,,
2017-02-27,FEVEREIRO,2017,SP,350040,Águas da Prata,-46.716767,-21.934829,1,SIM,,1,,,,,
2017-02-06,FEVEREIRO,2017,SP,350040,ÁGUAS DA PRATA,-46.716767,-21.934829,1,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,SP,350180,AMÉRICO DE CAMPOS,-49.727027,-20.296402,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,SP,350180,AMÉRICO DE CAMPOS,-49.727027,-20.296402,1,NÃO,,,,,,,
2017-03-03,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-11,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-11,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-13,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-20,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-21,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-27,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-03-31,MARÇO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,SIM,,,,1,,,
2017-04-11,ABRIL,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-05-05,MAIO,2017,SP,350190,Amparo,-46.765086,-22.699389,1,NÃO,,,,,,,
2017-09-28,SETEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-06,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-07,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-10,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-13,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-18,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-19,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-21,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-24,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-23,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-23,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-06,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-30,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-31,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-27,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,2,SIM,,,,2,,,
2017-11-01,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-01,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-04,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-10-30,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,2,SIM,,,,2,,,
2017-10-31,OUTUBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-04,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,2,SIM,,,,2,,,
2017-11-09,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-10,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-11,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-17,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-16,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-16,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-17,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-18,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-23,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-11-15,NOVEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,1,,,
2017-12-19,DEZEMBRO,2017,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,,,CALLICEBUS,
2018-01-11,JANEIRO,2018,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,,,CALLICEBUS,
2018-01-05,JANEIRO,2018,SP,350410,ATIBAIA,-46.555063,-23.116308,1,SIM,,,,,,CALLICEBUS,
2009-05-04,MAIO,2009,SP,350450,AVARÉ,-48.923263,-23.103194,1,SIM,,,,1,,,
2017-03-13,MARÇO,2017,SP,350590,BATATAIS,-47.586107,-20.891930,1,SIM,1,,,,,,
2017-11-06,NOVEMBRO,2017,SP,350710,BOM JESUS DOS PERDÕES,-46.466493,-23.130837,1,NÃO,,,,,,,
2017-02-21,FEVEREIRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-03-17,MARÇO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-17,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-20,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-20,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-24,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-20,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-20,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-27,ABRIL,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-05-03,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-05-15,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-05-15,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-05-15,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-05-15,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,NÃO,,,,,,,
2017-06-22,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-26,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-23,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-22,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-14,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-01,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-06-01,JUNHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-05-11,MAIO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-04-25,ABRIL,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-05-11,MAIO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-05-01,MAIO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,2,SIM,1,,,1,,,
2017-10-11,OUTUBRO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-07-18,JULHO,2017,SP,350760,Bragança Paulista,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-08-03,AGOSTO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,2,SIM,,,,2,,,
2017-09-06,SETEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,8,SIM,,,,8,,,
2017-09-12,SETEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,1,,,,,,
2017-10-03,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-03,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-10,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-10,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,1,,,,,,
2017-10-10,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,4,SIM,,,,1,,,
2017-09-21,SETEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,3,SIM,,,,1,,,
2017-09-21,SETEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-03,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,3,SIM,,,,1,,,
2017-10-03,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,1,,,,,,
2017-10-19,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,2,SIM,,,,1,,,
2017-10-24,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-03,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-19,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-19,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-18,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-11-01,NOVEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-11-01,NOVEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-11-01,NOVEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,2,SIM,,,,1,,,
2017-11-01,NOVEMBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350760,BRAGANÇA PAULISTA,-46.542333,-22.956896,1,SIM,,,,1,,,
2009-03-05,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-05,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-20,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-16,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,2,SIM,,,,2,,,
2009-03-15,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,2,SIM,,,,2,,,
2009-03-20,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-23,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-27,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,4,SIM,,,,4,,,
2009-03-28,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-03-25,MARÇO,2009,SP,350800,BURI,-48.597415,-23.799381,20,SIM,,,,20,,,
2009-04-02,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-04-03,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,2,NÃO,,,,,,,
2009-04-03,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,3,NÃO,,,,,,,
2009-04-02,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,1,SIM,,,,1,,,
2009-04-01,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,2,SIM,,,,2,,,
2009-04-05,ABRIL,2009,SP,350800,BURI,-48.597415,-23.799381,2,NÃO,,,,,,,
2017-10-31,OUTUBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,NÃO,,,,,,,
2017-11-04,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,SIM,,,,1,,,
2017-11-05,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,4,SIM,,,4,,,,
2017-11-07,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,NÃO,,,,,,,
2017-11-08,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,SIM,,,1,,,,
2017-11-09,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,NÃO,,,,,,,
2017-11-13,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,NÃO,,,,,,,
2017-11-22,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,SIM,,,1,,,,
2017-11-15,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,2,SIM,,,2,,,,
2017-11-29,NOVEMBRO,2017,SP,350900,CAIEIRAS,-46.744101,-23.362116,1,SIM,,,,1,,,
2017-10-20,OUTUBRO,2017,SP,350920,CAJAMAR,-46.882920,-23.360971,1,NÃO,,,,,,,
2016-10-16,OUTUBRO,2016,SP,350930,CAJOBI,-48.810122,-20.879093,1,SIM,,,1,,,,
2017-02-20,FEVEREIRO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,NÃO,,,,,,,
2017-03-31,MARÇO,2017,SP,350950,Campinas,-47.060156,-22.907343,1,NÃO,,,,,,,
2017-03-28,MARÇO,2017,SP,350950,Campinas,-47.060156,-22.907343,1,NÃO,,,,,,,
2017-03-28,MARÇO,2017,SP,350950,Campinas,-47.060156,-22.907343,1,NÃO,,,,,,,
2017-03-28,MARÇO,2017,SP,350950,Campinas,-47.060156,-22.907343,1,NÃO,,,,,,,
2017-03-21,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-21,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-21,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-15,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-18,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-24,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-03-27,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-01-14,JANEIRO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-02,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-03,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-05,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-03-25,MARÇO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-09,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-08,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-07,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-04-11,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-12,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-14,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-17,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-04-17,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-25,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-22,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-04-20,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-21,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-24,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,,,,1,,,
2017-01-28,JANEIRO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-01,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-02,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-03,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-07,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-02,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-12,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-13,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-15,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-16,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-05-17,MAIO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-08-31,AGOSTO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-09-12,SETEMBRO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-08-27,AGOSTO,2017,SP,350950,CAMPINAS,-47.060156,-22.907343,1,SIM,1,,,,,,
2017-09-18,SETEMBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,,,,1,,,
2017-10-18,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-18,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-18,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-19,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-18,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-11,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-20,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,NÃO,,,,,,,
2017-10-20,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,,,,1,,,
2017-10-25,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,,,,1,,,
2017-10-31,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,1,,,,,,
2017-10-30,OUTUBRO,2017,SP,350960,CAMPO LIMPO PAULISTA,-46.763819,-23.209396,1,SIM,1,,,,,,
2016-11-14,NOVEMBRO,2016,SP,351110,CATANDUVA,-48.975871,-21.139539,2,SIM,,,,2,,,
2016-11-11,NOVEMBRO,2016,SP,351110,CATANDUVA,-48.975871,-21.139539,1,SIM,,,,1,,,
2016-11-07,NOVEMBRO,2016,SP,351110,CATANDUVA,-48.975871,-21.139539,1,NÃO,,,,,,,
